Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 2, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 8,388,608
  lm_head                 : 4,194,304
  transformer_matrices    : 23,068,928
  scalars                 : 16
  total                   : 39,846,160
Estimated FLOPs per token: 2.264940e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011336 | lrm: 1.00 | dt: 224382ms | tok/sec: 876 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.874871 | lrm: 1.00 | dt: 121ms | tok/sec: 1,625,406 | mfu: 37.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.508314 | lrm: 1.00 | dt: 117ms | tok/sec: 1,682,857 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.060611 | lrm: 1.00 | dt: 117ms | tok/sec: 1,683,623 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.694114 | lrm: 1.00 | dt: 111ms | tok/sec: 1,766,787 | mfu: 40.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.370689 | lrm: 1.00 | dt: 112ms | tok/sec: 1,756,430 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.118241 | lrm: 1.00 | dt: 128ms | tok/sec: 1,536,990 | mfu: 35.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.905846 | lrm: 1.00 | dt: 130ms | tok/sec: 1,514,712 | mfu: 34.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.730933 | lrm: 1.00 | dt: 114ms | tok/sec: 1,722,526 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.579947 | lrm: 1.00 | dt: 141ms | tok/sec: 1,390,306 | mfu: 31.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.457971 | lrm: 1.00 | dt: 126ms | tok/sec: 1,558,420 | mfu: 35.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.348636 | lrm: 1.00 | dt: 111ms | tok/sec: 1,769,064 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 6.255393 | lrm: 1.00 | dt: 140ms | tok/sec: 1,401,563 | mfu: 32.1% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.172767 | lrm: 1.00 | dt: 116ms | tok/sec: 1,689,445 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00152 (5.7%) | loss: 3.667839 | lrm: 1.00 | dt: 113ms | tok/sec: 1,740,857 | mfu: 39.8% | epoch: 1 | remaining: 283s    
step 00153 (5.7%) | loss: 3.665525 | lrm: 1.00 | dt: 116ms | tok/sec: 1,697,133 | mfu: 38.8% | epoch: 1 | remaining: 283s    
step 00154 (5.7%) | loss: 3.663270 | lrm: 1.00 | dt: 116ms | tok/sec: 1,700,949 | mfu: 38.9% | epoch: 1 | remaining: 283s    
step 00155 (5.8%) | loss: 3.653969 | lrm: 1.00 | dt: 116ms | tok/sec: 1,691,674 | mfu: 38.7% | epoch: 1 | remaining: 283s    
step 00156 (5.8%) | loss: 3.647272 | lrm: 1.00 | dt: 114ms | tok/sec: 1,723,703 | mfu: 39.5% | epoch: 1 | remaining: 282s    
step 00157 (5.9%) | loss: 3.644135 | lrm: 1.00 | dt: 115ms | tok/sec: 1,712,652 | mfu: 39.2% | epoch: 1 | remaining: 282s    
step 00158 (5.9%) | loss: 3.643570 | lrm: 1.00 | dt: 114ms | tok/sec: 1,718,090 | mfu: 39.3% | epoch: 1 | remaining: 282s    
step 00159 (5.9%) | loss: 3.643343 | lrm: 1.00 | dt: 115ms | tok/sec: 1,703,841 | mfu: 39.0% | epoch: 1 | remaining: 282s    
step 00160 (6.0%) | loss: 3.637044 | lrm: 1.00 | dt: 115ms | tok/sec: 1,714,479 | mfu: 39.2% | epoch: 1 | remaining: 282s    
step 00161 (6.0%) | loss: 3.633907 | lrm: 1.00 | dt: 122ms | tok/sec: 1,613,300 | mfu: 36.9% | epoch: 1 | remaining: 282s    
step 00162 (6.0%) | loss: 3.629317 | lrm: 1.00 | dt: 114ms | tok/sec: 1,729,810 | mfu: 39.6% | epoch: 1 | remaining: 282s    
step 00163 (6.1%) | loss: 3.626835 | lrm: 1.00 | dt: 116ms | tok/sec: 1,693,720 | mfu: 38.8% | epoch: 1 | remaining: 282s    
step 00164 (6.1%) | loss: 3.623516 | lrm: 1.00 | dt: 129ms | tok/sec: 1,520,395 | mfu: 34.8% | epoch: 1 | remaining: 281s    
step 00165 (6.2%) | loss: 3.620870 | lrm: 1.00 | dt: 112ms | tok/sec: 1,749,819 | mfu: 40.1% | epoch: 1 | remaining: 281s    
step 00166 (6.2%) | loss: 3.619954 | lrm: 1.00 | dt: 114ms | tok/sec: 1,722,123 | mfu: 39.4% | epoch: 1 | remaining: 281s    
step 00167 (6.2%) | loss: 3.619914 | lrm: 1.00 | dt: 114ms | tok/sec: 1,718,301 | mfu: 39.3% | epoch: 1 | remaining: 281s    
step 00168 (6.3%) | loss: 3.613510 | lrm: 1.00 | dt: 115ms | tok/sec: 1,715,977 | mfu: 39.3% | epoch: 1 | remaining: 281s    
step 00169 (6.3%) | loss: 3.610234 | lrm: 1.00 | dt: 117ms | tok/sec: 1,685,605 | mfu: 38.6% | epoch: 1 | remaining: 281s    
step 00170 (6.4%) | loss: 3.611349 | lrm: 1.00 | dt: 127ms | tok/sec: 1,550,407 | mfu: 35.5% | epoch: 1 | remaining: 281s    
step 00171 (6.4%) | loss: 3.603499 | lrm: 1.00 | dt: 112ms | tok/sec: 1,753,349 | mfu: 40.1% | epoch: 1 | remaining: 281s    
step 00172 (6.4%) | loss: 3.599960 | lrm: 1.00 | dt: 115ms | tok/sec: 1,702,575 | mfu: 39.0% | epoch: 1 | remaining: 281s    
step 00173 (6.5%) | loss: 3.598948 | lrm: 1.00 | dt: 115ms | tok/sec: 1,712,691 | mfu: 39.2% | epoch: 1 | remaining: 280s    
step 00174 (6.5%) | loss: 3.594497 | lrm: 1.00 | dt: 123ms | tok/sec: 1,598,003 | mfu: 36.6% | epoch: 1 | remaining: 280s    
step 00175 (6.6%) | loss: 3.584241 | lrm: 1.00 | dt: 113ms | tok/sec: 1,745,470 | mfu: 40.0% | epoch: 1 | remaining: 280s    
step 00176 (6.6%) | loss: 3.585333 | lrm: 1.00 | dt: 114ms | tok/sec: 1,728,846 | mfu: 39.6% | epoch: 1 | remaining: 280s    
step 00177 (6.6%) | loss: 3.588470 | lrm: 1.00 | dt: 115ms | tok/sec: 1,705,885 | mfu: 39.0% | epoch: 1 | remaining: 280s    
step 00178 (6.7%) | loss: 3.588804 | lrm: 1.00 | dt: 117ms | tok/sec: 1,685,099 | mfu: 38.6% | epoch: 1 | remaining: 280s    
step 00179 (6.7%) | loss: 3.585288 | lrm: 1.00 | dt: 117ms | tok/sec: 1,684,751 | mfu: 38.6% | epoch: 1 | remaining: 280s    
step 00180 (6.7%) | loss: 3.585346 | lrm: 1.00 | dt: 121ms | tok/sec: 1,626,002 | mfu: 37.2% | epoch: 1 | remaining: 280s    
step 00181 (6.8%) | loss: 3.582118 | lrm: 1.00 | dt: 115ms | tok/sec: 1,710,088 | mfu: 39.1% | epoch: 1 | remaining: 280s    
step 00182 (6.8%) | loss: 3.582680 | lrm: 1.00 | dt: 114ms | tok/sec: 1,729,480 | mfu: 39.6% | epoch: 1 | remaining: 279s    
step 00183 (6.9%) | loss: 3.582601 | lrm: 1.00 | dt: 132ms | tok/sec: 1,488,747 | mfu: 34.1% | epoch: 1 | remaining: 279s    
step 00184 (6.9%) | loss: 3.581793 | lrm: 1.00 | dt: 112ms | tok/sec: 1,756,385 | mfu: 40.2% | epoch: 1 | remaining: 279s    
step 00185 (6.9%) | loss: 3.577366 | lrm: 1.00 | dt: 114ms | tok/sec: 1,730,878 | mfu: 39.6% | epoch: 1 | remaining: 279s    
step 00186 (7.0%) | loss: 3.577445 | lrm: 1.00 | dt: 115ms | tok/sec: 1,703,056 | mfu: 39.0% | epoch: 1 | remaining: 279s    
step 00187 (7.0%) | loss: 3.573817 | lrm: 1.00 | dt: 116ms | tok/sec: 1,689,352 | mfu: 38.7% | epoch: 1 | remaining: 279s    
step 00188 (7.1%) | loss: 3.570494 | lrm: 1.00 | dt: 115ms | tok/sec: 1,709,312 | mfu: 39.1% | epoch: 1 | remaining: 279s    
step 00189 (7.1%) | loss: 3.563000 | lrm: 1.00 | dt: 129ms | tok/sec: 1,521,551 | mfu: 34.8% | epoch: 1 | remaining: 279s    
step 00190 (7.1%) | loss: 3.566975 | lrm: 1.00 | dt: 112ms | tok/sec: 1,753,838 | mfu: 40.1% | epoch: 1 | remaining: 278s    
step 00191 (7.2%) | loss: 3.565627 | lrm: 1.00 | dt: 115ms | tok/sec: 1,708,094 | mfu: 39.1% | epoch: 1 | remaining: 278s    
step 00192 (7.2%) | loss: 3.552367 | lrm: 1.00 | dt: 115ms | tok/sec: 1,708,784 | mfu: 39.1% | epoch: 1 | remaining: 278s    
step 00193 (7.3%) | loss: 3.548564 | lrm: 1.00 | dt: 124ms | tok/sec: 1,581,715 | mfu: 36.2% | epoch: 1 | remaining: 278s    
step 00194 (7.3%) | loss: 3.548660 | lrm: 1.00 | dt: 113ms | tok/sec: 1,739,344 | mfu: 39.8% | epoch: 1 | remaining: 278s    
step 00195 (7.3%) | loss: 3.553232 | lrm: 1.00 | dt: 114ms | tok/sec: 1,722,468 | mfu: 39.4% | epoch: 1 | remaining: 278s    
step 00196 (7.4%) | loss: 3.546198 | lrm: 1.00 | dt: 120ms | tok/sec: 1,644,839 | mfu: 37.6% | epoch: 1 | remaining: 278s    
step 00197 (7.4%) | loss: 3.543555 | lrm: 1.00 | dt: 115ms | tok/sec: 1,713,136 | mfu: 39.2% | epoch: 1 | remaining: 278s    
step 00198 (7.5%) | loss: 3.539811 | lrm: 1.00 | dt: 115ms | tok/sec: 1,710,904 | mfu: 39.2% | epoch: 1 | remaining: 278s    
step 00199 (7.5%) | loss: 3.538575 | lrm: 1.00 | dt: 117ms | tok/sec: 1,687,157 | mfu: 38.6% | epoch: 1 | remaining: 277s    
step 00200 (7.5%) | loss: 3.535661 | lrm: 1.00 | dt: 116ms | tok/sec: 1,689,418 | mfu: 38.7% | epoch: 1 | remaining: 277s    
step 00201 (7.6%) | loss: 3.536231 | lrm: 1.00 | dt: 116ms | tok/sec: 1,698,412 | mfu: 38.9% | epoch: 1 | remaining: 277s    
step 00202 (7.6%) | loss: 3.535296 | lrm: 1.00 | dt: 123ms | tok/sec: 1,604,021 | mfu: 36.7% | epoch: 1 | remaining: 277s    
step 00203 (7.6%) | loss: 3.532277 | lrm: 1.00 | dt: 138ms | tok/sec: 1,428,607 | mfu: 32.7% | epoch: 1 | remaining: 277s    
step 00204 (7.7%) | loss: 3.532883 | lrm: 1.00 | dt: 111ms | tok/sec: 1,771,980 | mfu: 40.6% | epoch: 1 | remaining: 277s    
step 00205 (7.7%) | loss: 3.530086 | lrm: 1.00 | dt: 129ms | tok/sec: 1,524,536 | mfu: 34.9% | epoch: 1 | remaining: 277s    
step 00206 (7.8%) | loss: 3.533304 | lrm: 1.00 | dt: 111ms | tok/sec: 1,764,730 | mfu: 40.4% | epoch: 1 | remaining: 277s    
step 00207 (7.8%) | loss: 3.536341 | lrm: 1.00 | dt: 118ms | tok/sec: 1,668,177 | mfu: 38.2% | epoch: 1 | remaining: 276s    
step 00208 (7.8%) | loss: 3.540349 | lrm: 1.00 | dt: 128ms | tok/sec: 1,539,328 | mfu: 35.2% | epoch: 1 | remaining: 276s    
step 00209 (7.9%) | loss: 3.535587 | lrm: 1.00 | dt: 111ms | tok/sec: 1,767,506 | mfu: 40.5% | epoch: 1 | remaining: 276s    
step 00210 (7.9%) | loss: 3.526889 | lrm: 1.00 | dt: 120ms | tok/sec: 1,643,855 | mfu: 37.6% | epoch: 1 | remaining: 276s    
step 00211 (8.0%) | loss: 3.523655 | lrm: 1.00 | dt: 117ms | tok/sec: 1,680,117 | mfu: 38.5% | epoch: 1 | remaining: 276s    
step 00212 (8.0%) | loss: 3.515592 | lrm: 1.00 | dt: 126ms | tok/sec: 1,565,114 | mfu: 35.8% | epoch: 1 | remaining: 276s    
step 00213 (8.0%) | loss: 3.517136 | lrm: 1.00 | dt: 115ms | tok/sec: 1,702,589 | mfu: 39.0% | epoch: 1 | remaining: 276s    
step 00214 (8.1%) | loss: 3.511997 | lrm: 1.00 | dt: 126ms | tok/sec: 1,563,666 | mfu: 35.8% | epoch: 1 | remaining: 276s    
step 00215 (8.1%) | loss: 3.510993 | lrm: 1.00 | dt: 112ms | tok/sec: 1,750,287 | mfu: 40.1% | epoch: 1 | remaining: 275s    
step 00216 (8.2%) | loss: 3.513097 | lrm: 1.00 | dt: 116ms | tok/sec: 1,697,797 | mfu: 38.9% | epoch: 1 | remaining: 275s    
step 00217 (8.2%) | loss: 3.509118 | lrm: 1.00 | dt: 115ms | tok/sec: 1,705,363 | mfu: 39.0% | epoch: 1 | remaining: 275s    
step 00218 (8.2%) | loss: 3.502206 | lrm: 1.00 | dt: 118ms | tok/sec: 1,669,501 | mfu: 38.2% | epoch: 1 | remaining: 275s    
step 00219 (8.3%) | loss: 3.504061 | lrm: 1.00 | dt: 114ms | tok/sec: 1,729,455 | mfu: 39.6% | epoch: 1 | remaining: 275s    
step 00220 (8.3%) | loss: 3.502278 | lrm: 1.00 | dt: 116ms | tok/sec: 1,696,382 | mfu: 38.8% | epoch: 1 | remaining: 275s    
step 00221 (8.4%) | loss: 3.502559 | lrm: 1.00 | dt: 116ms | tok/sec: 1,696,176 | mfu: 38.8% | epoch: 1 | remaining: 275s    
step 00222 (8.4%) | loss: 3.501673 | lrm: 1.00 | dt: 117ms | tok/sec: 1,679,734 | mfu: 38.4% | epoch: 1 | remaining: 275s    
step 00223 (8.4%) | loss: 3.497955 | lrm: 1.00 | dt: 114ms | tok/sec: 1,717,550 | mfu: 39.3% | epoch: 1 | remaining: 275s    
step 00224 (8.5%) | loss: 3.493034 | lrm: 1.00 | dt: 142ms | tok/sec: 1,386,621 | mfu: 31.7% | epoch: 1 | remaining: 274s    
step 00225 (8.5%) | loss: 3.495164 | lrm: 1.00 | dt: 125ms | tok/sec: 1,568,675 | mfu: 35.9% | epoch: 1 | remaining: 274s    
step 00226 (8.6%) | loss: 3.490519 | lrm: 1.00 | dt: 112ms | tok/sec: 1,756,681 | mfu: 40.2% | epoch: 1 | remaining: 274s    
step 00227 (8.6%) | loss: 3.486526 | lrm: 1.00 | dt: 145ms | tok/sec: 1,354,116 | mfu: 31.0% | epoch: 1 | remaining: 274s    
step 00228 (8.7%) | loss: 3.490280 | lrm: 1.00 | dt: 111ms | tok/sec: 1,768,662 | mfu: 40.5% | epoch: 1 | remaining: 274s    
step 00229 (8.7%) | loss: 3.496333 | lrm: 1.00 | dt: 127ms | tok/sec: 1,543,679 | mfu: 35.3% | epoch: 1 | remaining: 274s    
step 00230 (8.7%) | loss: 3.487816 | lrm: 1.00 | dt: 143ms | tok/sec: 1,377,134 | mfu: 31.5% | epoch: 1 | remaining: 274s    
step 00231 (8.8%) | loss: 3.495247 | lrm: 1.00 | dt: 112ms | tok/sec: 1,758,397 | mfu: 40.2% | epoch: 1 | remaining: 274s    
step 00232 (8.8%) | loss: 3.492985 | lrm: 1.00 | dt: 128ms | tok/sec: 1,534,025 | mfu: 35.1% | epoch: 1 | remaining: 273s    
step 00233 (8.9%) | loss: 3.491152 | lrm: 1.00 | dt: 118ms | tok/sec: 1,665,623 | mfu: 38.1% | epoch: 1 | remaining: 273s    
step 00234 (8.9%) | loss: 3.491520 | lrm: 1.00 | dt: 122ms | tok/sec: 1,612,013 | mfu: 36.9% | epoch: 1 | remaining: 273s    
step 00235 (8.9%) | loss: 3.490878 | lrm: 1.00 | dt: 115ms | tok/sec: 1,710,687 | mfu: 39.2% | epoch: 1 | remaining: 273s    
step 00236 (9.0%) | loss: 3.485393 | lrm: 1.00 | dt: 143ms | tok/sec: 1,372,424 | mfu: 31.4% | epoch: 1 | remaining: 273s    
step 00237 (9.0%) | loss: 3.482970 | lrm: 1.00 | dt: 117ms | tok/sec: 1,682,943 | mfu: 38.5% | epoch: 1 | remaining: 273s    
step 00238 (9.1%) | loss: 3.481475 | lrm: 1.00 | dt: 115ms | tok/sec: 1,704,574 | mfu: 39.0% | epoch: 1 | remaining: 273s    
step 00239 (9.1%) | loss: 3.477156 | lrm: 1.00 | dt: 144ms | tok/sec: 1,366,074 | mfu: 31.3% | epoch: 1 | remaining: 273s    
step 00240 (9.1%) | loss: 3.470881 | lrm: 1.00 | dt: 117ms | tok/sec: 1,675,379 | mfu: 38.3% | epoch: 1 | remaining: 272s    
step 00241 (9.2%) | loss: 3.471952 | lrm: 1.00 | dt: 129ms | tok/sec: 1,521,068 | mfu: 34.8% | epoch: 1 | remaining: 272s    
step 00242 (9.2%) | loss: 3.472851 | lrm: 1.00 | dt: 136ms | tok/sec: 1,446,190 | mfu: 33.1% | epoch: 1 | remaining: 272s    
step 00243 (9.3%) | loss: 3.471698 | lrm: 1.00 | dt: 123ms | tok/sec: 1,603,971 | mfu: 36.7% | epoch: 1 | remaining: 272s    
step 00244 (9.3%) | loss: 3.468237 | lrm: 1.00 | dt: 119ms | tok/sec: 1,653,543 | mfu: 37.8% | epoch: 1 | remaining: 272s    
step 00245 (9.4%) | loss: 3.467605 | lrm: 1.00 | dt: 112ms | tok/sec: 1,752,630 | mfu: 40.1% | epoch: 1 | remaining: 272s    
step 00246 (9.4%) | loss: 3.463261 | lrm: 1.00 | dt: 127ms | tok/sec: 1,551,171 | mfu: 35.5% | epoch: 1 | remaining: 272s    
step 00247 (9.4%) | loss: 3.459024 | lrm: 1.00 | dt: 113ms | tok/sec: 1,744,743 | mfu: 39.9% | epoch: 1 | remaining: 272s    
step 00248 (9.5%) | loss: 3.460290 | lrm: 1.00 | dt: 115ms | tok/sec: 1,712,304 | mfu: 39.2% | epoch: 1 | remaining: 271s    
step 00249 (9.5%) | loss: 3.459933 | lrm: 1.00 | dt: 123ms | tok/sec: 1,602,478 | mfu: 36.7% | epoch: 1 | remaining: 271s    
step 00250 (9.6%) | loss: 3.461181 | lrm: 1.00 | dt: 117ms | tok/sec: 1,684,583 | mfu: 38.6% | epoch: 1 | remaining: 271s    
step 00251 (9.6%) | loss: 3.462138 | lrm: 1.00 | dt: 116ms | tok/sec: 1,691,906 | mfu: 38.7% | epoch: 1 | remaining: 271s    
step 00252 (9.6%) | loss: 3.462666 | lrm: 1.00 | dt: 115ms | tok/sec: 1,706,256 | mfu: 39.1% | epoch: 1 | remaining: 271s    
step 00253 (9.7%) | loss: 3.460933 | lrm: 1.00 | dt: 113ms | tok/sec: 1,732,354 | mfu: 39.7% | epoch: 1 | remaining: 271s    
step 00254 (9.7%) | loss: 3.464574 | lrm: 1.00 | dt: 115ms | tok/sec: 1,714,204 | mfu: 39.2% | epoch: 1 | remaining: 271s    
step 00255 (9.7%) | loss: 3.464737 | lrm: 1.00 | dt: 116ms | tok/sec: 1,692,042 | mfu: 38.7% | epoch: 1 | remaining: 271s    
step 00256 (9.8%) | loss: 3.462636 | lrm: 1.00 | dt: 116ms | tok/sec: 1,700,692 | mfu: 38.9% | epoch: 1 | remaining: 271s    
step 00257 (9.8%) | loss: 3.467578 | lrm: 1.00 | dt: 116ms | tok/sec: 1,694,051 | mfu: 38.8% | epoch: 1 | remaining: 270s    
step 00258 (9.9%) | loss: 3.467201 | lrm: 1.00 | dt: 122ms | tok/sec: 1,606,968 | mfu: 36.8% | epoch: 1 | remaining: 270s    
step 00259 (9.9%) | loss: 3.462224 | lrm: 1.00 | dt: 114ms | tok/sec: 1,727,965 | mfu: 39.6% | epoch: 1 | remaining: 270s    
step 00260 (9.9%) | loss: 3.458985 | lrm: 1.00 | dt: 115ms | tok/sec: 1,708,235 | mfu: 39.1% | epoch: 1 | remaining: 270s    
step 00261 (10.0%) | loss: 3.457270 | lrm: 1.00 | dt: 123ms | tok/sec: 1,594,925 | mfu: 36.5% | epoch: 1 | remaining: 270s    
step 00262 (10.0%) | loss: 3.456338 | lrm: 1.00 | dt: 113ms | tok/sec: 1,734,183 | mfu: 39.7% | epoch: 1 | remaining: 270s    
step 00263 (10.1%) | loss: 3.456607 | lrm: 1.00 | dt: 119ms | tok/sec: 1,652,880 | mfu: 37.8% | epoch: 1 | remaining: 270s    
step 00264 (10.1%) | loss: 3.453195 | lrm: 1.00 | dt: 114ms | tok/sec: 1,720,391 | mfu: 39.4% | epoch: 1 | remaining: 270s    
step 00265 (10.1%) | loss: 3.448783 | lrm: 1.00 | dt: 115ms | tok/sec: 1,708,239 | mfu: 39.1% | epoch: 1 | remaining: 269s    
step 00266 (10.2%) | loss: 3.451513 | lrm: 1.00 | dt: 115ms | tok/sec: 1,714,286 | mfu: 39.2% | epoch: 1 | remaining: 269s    
step 00267 (10.2%) | loss: 3.447062 | lrm: 1.00 | dt: 119ms | tok/sec: 1,645,479 | mfu: 37.7% | epoch: 1 | remaining: 269s    
step 00268 (10.3%) | loss: 3.445569 | lrm: 1.00 | dt: 114ms | tok/sec: 1,725,510 | mfu: 39.5% | epoch: 1 | remaining: 269s    
step 00269 (10.3%) | loss: 3.448807 | lrm: 1.00 | dt: 115ms | tok/sec: 1,705,229 | mfu: 39.0% | epoch: 1 | remaining: 269s    
step 00270 (10.3%) | loss: 3.443403 | lrm: 1.00 | dt: 121ms | tok/sec: 1,627,266 | mfu: 37.2% | epoch: 1 | remaining: 269s    
step 00271 (10.4%) | loss: 3.437713 | lrm: 1.00 | dt: 114ms | tok/sec: 1,727,658 | mfu: 39.5% | epoch: 1 | remaining: 269s    
step 00272 (10.4%) | loss: 3.434721 | lrm: 1.00 | dt: 114ms | tok/sec: 1,731,601 | mfu: 39.6% | epoch: 1 | remaining: 269s    
step 00273 (10.4%) | loss: 3.431317 | lrm: 1.00 | dt: 123ms | tok/sec: 1,594,530 | mfu: 36.5% | epoch: 1 | remaining: 269s    
step 00274 (10.5%) | loss: 3.427970 | lrm: 1.00 | dt: 114ms | tok/sec: 1,724,911 | mfu: 39.5% | epoch: 1 | remaining: 268s    
step 00275 (10.5%) | loss: 3.425860 | lrm: 1.00 | dt: 115ms | tok/sec: 1,715,410 | mfu: 39.3% | epoch: 1 | remaining: 268s    
step 00276 (10.6%) | loss: 3.427448 | lrm: 1.00 | dt: 116ms | tok/sec: 1,695,674 | mfu: 38.8% | epoch: 1 | remaining: 268s    
step 00277 (10.6%) | loss: 3.420417 | lrm: 1.00 | dt: 141ms | tok/sec: 1,390,496 | mfu: 31.8% | epoch: 1 | remaining: 268s    
step 00278 (10.6%) | loss: 3.409262 | lrm: 1.00 | dt: 112ms | tok/sec: 1,761,119 | mfu: 40.3% | epoch: 1 | remaining: 268s    
step 00279 (10.7%) | loss: 3.401953 | lrm: 1.00 | dt: 114ms | tok/sec: 1,730,126 | mfu: 39.6% | epoch: 1 | remaining: 268s    
step 00280 (10.7%) | loss: 3.399001 | lrm: 1.00 | dt: 122ms | tok/sec: 1,612,723 | mfu: 36.9% | epoch: 1 | remaining: 268s    
step 00281 (10.8%) | loss: 3.396594 | lrm: 1.00 | dt: 115ms | tok/sec: 1,711,646 | mfu: 39.2% | epoch: 1 | remaining: 268s    
step 00282 (10.8%) | loss: 3.399925 | lrm: 1.00 | dt: 125ms | tok/sec: 1,571,431 | mfu: 36.0% | epoch: 1 | remaining: 267s    
step 00283 (10.8%) | loss: 3.400600 | lrm: 1.00 | dt: 115ms | tok/sec: 1,716,895 | mfu: 39.3% | epoch: 1 | remaining: 267s    
step 00284 (10.9%) | loss: 3.402053 | lrm: 1.00 | dt: 117ms | tok/sec: 1,678,951 | mfu: 38.4% | epoch: 1 | remaining: 267s    
step 00285 (10.9%) | loss: 3.406038 | lrm: 1.00 | dt: 117ms | tok/sec: 1,679,785 | mfu: 38.4% | epoch: 1 | remaining: 267s    
step 00286 (11.0%) | loss: 3.404362 | lrm: 1.00 | dt: 125ms | tok/sec: 1,574,088 | mfu: 36.0% | epoch: 1 | remaining: 267s    
step 00287 (11.0%) | loss: 3.399762 | lrm: 1.00 | dt: 189ms | tok/sec: 1,041,513 | mfu: 23.8% | epoch: 1 | remaining: 267s    
step 00288 (11.1%) | loss: 3.402508 | lrm: 1.00 | dt: 111ms | tok/sec: 1,763,790 | mfu: 40.4% | epoch: 1 | remaining: 267s    
step 00289 (11.1%) | loss: 3.406563 | lrm: 1.00 | dt: 125ms | tok/sec: 1,569,992 | mfu: 35.9% | epoch: 1 | remaining: 267s    
step 00290 (11.1%) | loss: 3.408290 | lrm: 1.00 | dt: 112ms | tok/sec: 1,751,770 | mfu: 40.1% | epoch: 1 | remaining: 266s    
step 00291 (11.2%) | loss: 3.406785 | lrm: 1.00 | dt: 124ms | tok/sec: 1,584,825 | mfu: 36.3% | epoch: 1 | remaining: 266s    
step 00292 (11.2%) | loss: 3.402721 | lrm: 1.00 | dt: 113ms | tok/sec: 1,733,275 | mfu: 39.7% | epoch: 1 | remaining: 266s    
step 00293 (11.3%) | loss: 3.403599 | lrm: 1.00 | dt: 112ms | tok/sec: 1,750,941 | mfu: 40.1% | epoch: 1 | remaining: 266s    
step 00294 (11.3%) | loss: 3.401261 | lrm: 1.00 | dt: 113ms | tok/sec: 1,746,616 | mfu: 40.0% | epoch: 1 | remaining: 266s    
step 00295 (11.3%) | loss: 3.403541 | lrm: 1.00 | dt: 123ms | tok/sec: 1,599,512 | mfu: 36.6% | epoch: 1 | remaining: 266s    
step 00296 (11.4%) | loss: 3.402976 | lrm: 1.00 | dt: 118ms | tok/sec: 1,663,752 | mfu: 38.1% | epoch: 1 | remaining: 266s    
step 00297 (11.4%) | loss: 3.401422 | lrm: 1.00 | dt: 115ms | tok/sec: 1,705,684 | mfu: 39.0% | epoch: 1 | remaining: 266s    
step 00298 (11.5%) | loss: 3.405449 | lrm: 1.00 | dt: 114ms | tok/sec: 1,724,550 | mfu: 39.5% | epoch: 1 | remaining: 266s    
step 00299 (11.5%) | loss: 3.407677 | lrm: 1.00 | dt: 114ms | tok/sec: 1,728,186 | mfu: 39.6% | epoch: 1 | remaining: 265s    
step 00300 (11.5%) | loss: 3.407922 | lrm: 1.00 | dt: 114ms | tok/sec: 1,725,254 | mfu: 39.5% | epoch: 1 | remaining: 265s    
step 00301 (11.6%) | loss: 3.404970 | lrm: 1.00 | dt: 133ms | tok/sec: 1,477,822 | mfu: 33.8% | epoch: 1 | remaining: 265s    
step 00302 (11.6%) | loss: 3.409806 | lrm: 1.00 | dt: 111ms | tok/sec: 1,769,695 | mfu: 40.5% | epoch: 1 | remaining: 265s    
step 00303 (11.6%) | loss: 3.406298 | lrm: 1.00 | dt: 117ms | tok/sec: 1,677,503 | mfu: 38.4% | epoch: 1 | remaining: 265s    
step 00304 (11.7%) | loss: 3.410165 | lrm: 1.00 | dt: 118ms | tok/sec: 1,669,011 | mfu: 38.2% | epoch: 1 | remaining: 265s    
step 00305 (11.7%) | loss: 3.408033 | lrm: 1.00 | dt: 128ms | tok/sec: 1,537,050 | mfu: 35.2% | epoch: 1 | remaining: 265s    
step 00306 (11.8%) | loss: 3.407360 | lrm: 1.00 | dt: 114ms | tok/sec: 1,727,781 | mfu: 39.5% | epoch: 1 | remaining: 265s    
